order_id,account_id,bank_to,account_to,amount,k_symbol
32939,A00002397,MN,30975151,16, 
32940,A00002400,MN,98761516,1640,Household Payment
32941,A00002401,KL,76152759,2782,Household Payment
32942,A00002402,IJ,65373653,2384,Household Payment
32943,A00002403,GH,38700193,3031,Household Payment
32944,A00002404,YZ,50743573,5488,Household Payment
32945,A00002405,KL,9480673,6407,Household Payment
32946,A00002406,QR,54419815,3186,Household Payment
32947,A00002407,YZ,5476630,7292,Household Payment
32948,A00002408,QR,14278769,3017,Household Payment
32949,A00002408,ST,51844030,53, 
32950,A00002409,WX,68054622,5028,Household Payment
32951,A00002410,EF,6188935,3410,Household Payment
32957,A00002413,KL,97954469,6448,Household Payment
32958,A00002413,MN,81122290,1496,Loan Payment
32959,A00002414,EF,6135642,465,Household Payment
32960,A00002414,EF,64713829,1501, 
32961,A00002415,OP,65874808,7308,Household Payment
32962,A00002416,UV,52533727,9425,Household Payment
32963,A00002417,YZ,83809387,1319,Household Payment
32964,A00002417,OP,93963139,1843, 
32965,A00002419,ST,79840576,7984.3,Loan Payment
32966,A00002420,YZ,71461701,2401,Household Payment
32967,A00002421,YZ,66208350,1544,Household Payment
32968,A00002421,MN,93932258,220, 
32969,A00002421,OP,19669050,363,Insurance Payment
32970,A00002422,EF,17186141,2809,Household Payment
32971,A00002423,KL,35182595,1494,Household Payment
32972,A00002423,AB,66884094,1317,Household Payment
32973,A00002424,EF,92266177,14138,Household Payment
32974,A00002425,KL,64028662,5936,Household Payment
32978,A00002427,CD,39447444,5496,Household Payment
32979,A00002427,YZ,61671554,868, 
32980,A00002427,UV,48815095,2342,Insurance Payment
32981,A00002429,QR,50382167,6786,Household Payment
32982,A00002429,GH,91816699,369, 
32983,A00002431,KL,96937953,1243,Household Payment
32984,A00002431,UV,92502820,236, 
32985,A00002431,IJ,28942603,2305,Insurance Payment
32986,A00002431,WX,63151824,1502,Leasing Payment
32987,A00002432,GH,70597290,2554,Household Payment
32988,A00002433,GH,28003591,1757,Household Payment
32989,A00002434,CD,94916831,2927,Household Payment
32990,A00002435,UV,85717063,1633.9,Leasing Payment
32991,A00002435,WX,21075344,7904,Household Payment
32992,A00002437,OP,10448074,656,Household Payment
32993,A00002437,YZ,65697604,1338, 
32994,A00002438,GH,26398313,5817,Household Payment
32995,A00002438,UV,62592428,705, 
32996,A00002439,ST,16428494,2096,Household Payment
32997,A00002440,YZ,19144922,6219,Household Payment
32998,A00002440,KL,30988913,661, 
32999,A00002440,GH,32329070,1230,Insurance Payment
33000,A00002441,OP,53539413,4719,Household Payment
33001,A00002441,ST,57518833,490, 
33002,A00002441,ST,13103747,785,Insurance Payment
33003,A00002442,AB,89339786,540,Household Payment
33004,A00002442,IJ,67963898,1568, 
33005,A00002443,OP,54071068,7034,Household Payment
33006,A00002444,OP,60390728,2931.6,Leasing Payment
33007,A00002445,ST,37553960,4886,Loan Payment
33008,A00002446,KL,93986022,6372,Household Payment
33009,A00002447,WX,57538109,6911,Household Payment
33010,A00002448,MN,56000006,1067,Household Payment
33011,A00002448,CD,6193393,1193, 
33012,A00002450,OP,34500575,1455,Household Payment
33013,A00002450,KL,21773249,7915, 
33014,A00002451,IJ,55826187,6944,Household Payment
33015,A00002452,WX,99223190,3244,Household Payment
33016,A00002453,UV,32186746,2190,Household Payment
33017,A00002455,OP,28967535,3262,Household Payment
33018,A00002456,YZ,58417534,4187.3,Loan Payment
33019,A00002456,KL,71291804,9554,Household Payment
33020,A00002457,UV,35646599,3834,Household Payment
33021,A00002459,ST,65574568,1971,Household Payment
33022,A00002460,MN,22791433,435,Leasing Payment
33024,A00002463,YZ,79603081,3077,Household Payment
33025,A00002464,WX,54447740,2592,Leasing Payment
33026,A00002464,ST,28556400,5555,Household Payment
33027,A00002464,KL,74763947,4681, 
33028,A00002465,KL,48546957,454,Household Payment
33029,A00002465,IJ,23477942,3176,Household Payment
33030,A00002466,WX,78467875,37,Household Payment
33031,A00002466,IJ,40924441,3733, 
33032,A00002467,IJ,55811417,5332,Household Payment
33033,A00002468,QR,32765186,2094,Household Payment
33034,A00002469,IJ,48410499,2220,Household Payment
33035,A00002470,CD,71474998,4511,Household Payment
33036,A00002470,GH,17039579,2105, 
33037,A00002470,IJ,7093429,1042,Insurance Payment
33038,A00002471,CD,40398550,3277,Household Payment
33039,A00002471,EF,20720190,1347, 
33040,A00002471,UV,61662065,363,Insurance Payment
33041,A00002471,KL,585544,205, 
33042,A00002472,CD,61095434,4109,Household Payment
33043,A00002472,OP,22120690,1233,Leasing Payment
33044,A00002473,IJ,16836262,1760,Household Payment
33045,A00002473,IJ,87259512,236, 
33046,A00002474,QR,31394452,121,Household Payment
33047,A00002474,AB,28422999,2251, 
33048,A00002475,OP,27521276,166,Household Payment
33049,A00002475,ST,76343703,804, 
33050,A00002475,AB,198555,3479,Insurance Payment
33051,A00002475,GH,16848689,3829, 
33052,A00002476,IJ,23237085,2854,Household Payment
33053,A00002477,EF,3161973,3096,Household Payment
33056,A00002479,AB,99287282,3022,Household Payment
33057,A00002479,ST,56431281,765, 
33058,A00002479,KL,86809700,204,Insurance Payment
33059,A00002480,YZ,46494776,3022,Leasing Payment
33060,A00002482,AB,35457408,7381,Household Payment
33061,A00002482,KL,67559063,127, 
33062,A00002482,AB,8125150,85,Insurance Payment
33063,A00002482,CD,27061575,55, 
33064,A00002482,WX,51882064,1721,Leasing Payment
33065,A00002483,KL,97563403,4996,Household Payment
33066,A00002483,GH,9561491,4926, 
33067,A00002484,OP,3728384,2343,Household Payment
33068,A00002484,OP,83567636,538, 
33069,A00002484,GH,75644820,599,Insurance Payment
33070,A00002484,ST,72945260,1390, 
33071,A00002485,UV,69825196,1944,Household Payment
33072,A00002486,OP,68277156,2043,Loan Payment
33073,A00002487,GH,18209791,1828,Household Payment
33074,A00002487,CD,60394644,228, 
33075,A00002487,OP,9106064,842,Insurance Payment
33076,A00002487,OP,85525637,262, 
33077,A00002487,ST,90879106,1557,Leasing Payment
33078,A00002488,UV,25563156,2030,Household Payment
33079,A00002489,KL,75944941,3854,Household Payment
33080,A00002490,ST,36983788,3526,Household Payment
33081,A00002490,MN,39699643,649, 
33082,A00002491,ST,7648384,1,Household Payment
33083,A00002491,OP,47771161,3232, 
33084,A00002492,ST,72453939,3235,Household Payment
33085,A00002492,GH,49046558,506,Household Payment
33086,A00002493,EF,91739165,5375,Household Payment
33087,A00002494,AB,82410615,693,Household Payment
33088,A00002494,AB,22744047,4206, 
33089,A00002494,IJ,88460433,2247,Insurance Payment
33090,A00002495,MN,76154935,856,Leasing Payment
33091,A00002496,GH,76618009,4982,Household Payment
33092,A00002496,MN,51870715,2752,Loan Payment
33093,A00002497,IJ,38673484,3970,Household Payment
33094,A00002497,ST,83746605,1871,Leasing Payment
33095,A00002498,AB,17819351,4223,Household Payment
33096,A00002498,QR,47083485,1798,Leasing Payment
33097,A00002499,EF,26827723,112,Household Payment
33098,A00002499,ST,97045737,1933, 
33099,A00002499,EF,12857330,1858,Insurance Payment
33100,A00002501,YZ,82897442,524,Household Payment
33101,A00002501,QR,42648118,3142, 
33102,A00002501,ST,57752704,745,Insurance Payment
33103,A00002502,QR,18609726,3885,Household Payment
33104,A00002503,CD,10819483,6279,Household Payment
33105,A00002504,KL,41117668,5513,Household Payment
33106,A00002505,WX,57194352,136,Household Payment
33107,A00002505,KL,87996345,1825,Household Payment
33108,A00002506,AB,40525519,10076,Household Payment
33109,A00002507,ST,59955376,4556,Household Payment
33110,A00002508,GH,89408212,2193,Household Payment
33111,A00002509,OP,85724323,7073,Household Payment
33112,A00002509,AB,73543202,4377, 
33113,A00002509,OP,83953725,1950,Insurance Payment
33114,A00002510,EF,59125840,6922,Household Payment
33115,A00002510,CD,54819261,92, 
33116,A00002510,QR,50671142,904,Insurance Payment
33117,A00002511,KL,56617802,2696,Household Payment
33118,A00002511,ST,88212847,3059, 
33121,A00002513,YZ,17385280,2655,Household Payment
33122,A00002514,GH,46998095,4001,Household Payment
33123,A00002516,AB,61216103,9721,Loan Payment
33124,A00002517,CD,67803686,11769,Household Payment
33126,A00002519,OP,87381881,1599,Household Payment
33127,A00002520,CD,39163434,2355,Household Payment
33128,A00002521,ST,64551746,6002,Household Payment
33129,A00002523,OP,19635182,1819,Household Payment
33130,A00002523,UV,19039827,82, 
33131,A00002523,KL,57632476,41,Insurance Payment
33132,A00002523,GH,1038826,73, 
33133,A00002524,ST,64186239,2550,Household Payment
33134,A00002525,ST,21251112,2408,Household Payment
33135,A00002525,GH,99278032,2929, 
33136,A00002526,EF,82399522,3964,Household Payment
33137,A00002527,YZ,75348806,2322.6,Leasing Payment
33138,A00002527,CD,27758234,5774,Household Payment
33139,A00002528,UV,51561528,2824,Household Payment
33143,A00002530,KL,33356398,99,Household Payment
33144,A00002530,KL,76112597,4379, 
33145,A00002530,GH,66858243,3698,Insurance Payment
33146,A00002531,KL,74343323,1614,Household Payment
33147,A00002532,GH,75780755,12133,Household Payment
33148,A00002534,CD,6917608,2190,Household Payment
33149,A00002534,MN,32907408,1220, 
33150,A00002535,OP,1460,4273,Household Payment
33151,A00002535,QR,20700508,90, 
33152,A00002535,QR,5892384,153,Insurance Payment
33153,A00002536,WX,6038499,3136,Household Payment
33154,A00002537,UV,70319515,13540,Household Payment
33155,A00002538,EF,79103833,3689,Household Payment
33156,A00002539,MN,2063680,1919,Household Payment
33157,A00002539,MN,22129971,1904,Household Payment
33158,A00002541,IJ,5857146,1822,Household Payment
33159,A00002541,ST,76871382,2238, 
33160,A00002541,GH,47231644,1897,Insurance Payment
33161,A00002542,UV,28103435,435,Household Payment
33162,A00002542,AB,12512219,2637, 
33163,A00002542,YZ,40178102,308,Insurance Payment
33164,A00002543,GH,60684478,2145,Household Payment
33165,A00002544,ST,91578411,2920,Household Payment
33166,A00002544,GH,94170903,556, 
33167,A00002544,EF,9338546,33,Insurance Payment
33168,A00002544,YZ,63550382,5, 
33169,A00002545,AB,584811,2637,Household Payment
33170,A00002545,ST,28254646,671, 
33171,A00002545,GH,74550294,713,Insurance Payment
33172,A00002545,ST,49701792,8933,Loan Payment
33173,A00002546,ST,27307683,4896.5,Leasing Payment
33174,A00002546,YZ,65769809,2985,Household Payment
33175,A00002546,KL,17094719,1152, 
33176,A00002546,MN,91997658,480,Insurance Payment
33177,A00002547,KL,21153784,5492,Household Payment
33178,A00002549,YZ,75947034,2085,Household Payment
33179,A00002550,AB,94691901,6828,Household Payment
33180,A00002550,MN,80567723,403, 
33181,A00002550,GH,78013139,67,Insurance Payment
33182,A00002550,ST,71683752,49, 
33183,A00002551,AB,68646061,2390,Leasing Payment
33184,A00002551,WX,58459019,11601,Household Payment
33185,A00002551,WX,38843870,2818, 
33186,A00002552,GH,17411059,7035,Household Payment
33187,A00002553,YZ,41427993,9687,Household Payment
33188,A00002554,CD,41483783,7607,Household Payment
33189,A00002555,QR,57132226,5464,Household Payment
33190,A00002555,AB,73481118,2261, 
33191,A00002556,WX,2889705,2006,Household Payment
33192,A00002557,YZ,31457412,2806,Household Payment
33193,A00002558,CD,46043479,1982,Household Payment
33194,A00002559,AB,54144173,5123,Household Payment
33195,A00002560,CD,63472384,1146,Household Payment
33196,A00002560,IJ,44398903,4445, 
33197,A00002561,CD,62003558,7764,Household Payment
33198,A00002562,EF,27375477,2235,Household Payment
33199,A00002563,YZ,67025834,2984,Household Payment
33200,A00002564,GH,96319454,8086,Household Payment
33201,A00002567,OP,14598107,2574,Household Payment
33202,A00002568,KL,34637659,5228,Household Payment
33203,A00002568,MN,1379150,1086, 
33204,A00002568,OP,99602746,306,Insurance Payment
33205,A00002569,OP,55144518,463,Household Payment
33206,A00002569,IJ,14173150,1871,Household Payment
33207,A00002570,KL,48350596,2051,Household Payment
33208,A00002572,ST,86283236,7500,Loan Payment
33209,A00002574,ST,61405271,9546,Household Payment
33210,A00002575,ST,15963220,407,Household Payment
33211,A00002575,UV,83146077,2171,Household Payment
33212,A00002576,IJ,24689656,8106,Household Payment
33213,A00002577,QR,745589,3347,Household Payment
33214,A00002578,EF,27696168,2846,Household Payment
33215,A00002579,OP,96343248,2688,Household Payment
33216,A00002580,AB,96968262,5016,Household Payment
33217,A00002580,KL,10807258,1489,Loan Payment
33218,A00002581,OP,81132262,4769,Household Payment
33219,A00002582,EF,97059088,1381,Household Payment
33220,A00002582,ST,12887466,1748, 
33221,A00002583,YZ,60918307,415,Leasing Payment
33222,A00002584,OP,90582960,994,Household Payment
33223,A00002584,ST,98448490,582,Household Payment
33224,A00002588,MN,69929891,6509,Household Payment
33225,A00002589,YZ,35212731,2236,Household Payment
33226,A00002589,AB,55523544,1458,Household Payment
33227,A00002590,YZ,34911799,1300,Household Payment
33228,A00002590,KL,50073719,660, 
33229,A00002590,MN,76566916,60,Insurance Payment
33230,A00002591,OP,4184359,3301,Household Payment
33231,A00002592,KL,8464664,5129,Household Payment
33232,A00002593,MN,41153532,7300,Household Payment
33233,A00002594,GH,34011191,1189,Leasing Payment
33234,A00002594,CD,21398240,10912,Household Payment
33235,A00002594,OP,75519376,506, 
33236,A00002595,ST,2264398,3481,Household Payment
33237,A00002596,EF,34919470,2285,Household Payment
33238,A00002597,YZ,16589868,1398,Household Payment
33239,A00002597,MN,7596224,1957, 
33241,A00002600,AB,15214342,4379,Household Payment
33242,A00002602,QR,62890523,1332,Household Payment
33243,A00002602,WX,59156989,4073, 
33244,A00002603,ST,30168819,3210,Household Payment
33245,A00002604,OP,53184521,3965,Household Payment
33246,A00002605,WX,47577834,4245,Household Payment
33247,A00002606,AB,91720389,31,Household Payment
33248,A00002606,GH,97712260,2443,Household Payment
33249,A00002607,IJ,86115359,1433,Household Payment
33250,A00002607,GH,82425427,755, 
33251,A00002607,EF,72089344,882,Insurance Payment
33252,A00002607,UV,50356459,1570,Leasing Payment
33253,A00002608,OP,78614222,4788,Household Payment
33254,A00002609,WX,66515242,4881.9,Leasing Payment
33255,A00002610,QR,8855772,1842,Household Payment
33256,A00002612,WX,2631092,2259.5,Leasing Payment
33257,A00002613,ST,6268191,941,Household Payment
33258,A00002613,GH,49477297,2154,Household Payment
33259,A00002614,UV,83787446,2152,Household Payment
33260,A00002616,IJ,7358169,8188,Household Payment
33261,A00002617,QR,48354953,166,Household Payment
33262,A00002617,OP,4205275,1867, 
33263,A00002618,WX,72358518,3223,Household Payment
33264,A00002619,AB,54822903,5454,Household Payment
33265,A00002620,YZ,32839107,3855,Household Payment
33266,A00002621,AB,59638219,2819,Household Payment
33267,A00002622,YZ,32006168,7067,Household Payment
33268,A00002622,EF,66704517,5681,Loan Payment
33269,A00002623,EF,52708911,2891,Household Payment
33270,A00002624,AB,69800835,10744,Household Payment
33271,A00002625,CD,57670444,1922,Leasing Payment
33272,A00002625,OP,68053567,4978,Household Payment
33275,A00002627,KL,30658924,1579,Household Payment
33276,A00002627,YZ,29709238,561,Household Payment
33277,A00002628,GH,64364433,3090,Leasing Payment
33278,A00002631,CD,16949427,2125,Household Payment
33279,A00002632,EF,40250009,2042,Household Payment
33280,A00002632,IJ,73459928,41, 
33281,A00002632,IJ,36942219,2300,Insurance Payment
33282,A00002636,KL,24701452,3254,Household Payment
33283,A00002637,IJ,16977686,5194,Household Payment
33284,A00002638,IJ,93051498,1018,Household Payment
33285,A00002638,AB,13954824,728, 
33286,A00002638,UV,68702125,4538,Insurance Payment
33287,A00002639,MN,93859052,8633,Household Payment
33288,A00002640,ST,20136499,8872,Household Payment
33289,A00002641,WX,13973546,5126,Household Payment
33290,A00002642,IJ,2104819,792,Household Payment
33291,A00002642,IJ,37776649,571, 
33292,A00002642,EF,64703529,2536,Insurance Payment
33295,A00002644,CD,72787970,2563,Household Payment
33296,A00002644,IJ,61139798,124,Household Payment
33297,A00002645,IJ,14088654,389,Household Payment
33298,A00002645,OP,46016168,631, 
33299,A00002645,WX,18570590,5457,Insurance Payment
33300,A00002645,ST,91531282,1010, 
33301,A00002645,OP,4627538,725,Leasing Payment
33302,A00002646,EF,53211688,3005.8,Leasing Payment
33303,A00002646,MN,34138214,6232,Household Payment
33304,A00002646,OP,72267347,528, 
33305,A00002646,QR,99920969,300,Insurance Payment
33306,A00002647,YZ,4161513,5303,Household Payment
33307,A00002649,GH,28252244,5799,Household Payment
33308,A00002649,QR,38579416,320, 
33309,A00002649,ST,86506151,177,Insurance Payment
33310,A00002649,AB,33442980,655, 
33311,A00002650,AB,6979340,4563,Household Payment
33312,A00002651,YZ,2372819,3592.9,Leasing Payment
33313,A00002651,IJ,13021684,10862,Household Payment
33314,A00002652,CD,2992314,1735,Household Payment
33315,A00002652,QR,98601030,6351, 
33316,A00002653,YZ,49173659,6280,Household Payment
33317,A00002653,CD,82124638,2310, 
33318,A00002654,MN,88949298,3861,Household Payment
33319,A00002655,WX,94447552,2216,Leasing Payment
33320,A00002655,QR,637197,2900,Household Payment
33321,A00002655,WX,4603857,89, 
33322,A00002655,KL,9168452,1339,Insurance Payment
33323,A00002656,OP,41066408,409,Household Payment
33324,A00002656,OP,42664700,1718,Household Payment
33325,A00002657,QR,74292081,2174,Household Payment
33326,A00002658,WX,70099252,486,Household Payment
33327,A00002658,MN,3748625,1367, 
33328,A00002658,CD,91022419,417,Insurance Payment
33331,A00002661,GH,84294449,4764,Household Payment
33332,A00002662,OP,1110756,3625,Household Payment
33333,A00002663,KL,81498741,3877,Household Payment
33334,A00002664,UV,60040694,3453,Household Payment
33335,A00002664,QR,12188804,475, 
33336,A00002666,UV,53003144,647,Household Payment
33337,A00002666,EF,41393333,1287, 
33338,A00002667,ST,2693307,2180,Household Payment
33339,A00002668,YZ,53599059,9884,Household Payment
33344,A00002670,AB,38848883,3978,Household Payment
33345,A00002670,CD,70427286,4754, 
33346,A00002671,QR,40581232,1984,Household Payment
33347,A00002672,OP,87283455,2111,Household Payment
33348,A00002672,IJ,41447466,211, 
33349,A00002673,QR,44548678,1759,Household Payment
33350,A00002673,MN,7310396,4111, 
33351,A00002676,OP,32712727,1510,Household Payment
33352,A00002676,IJ,56445985,1339, 
33353,A00002676,ST,71575033,2348,Insurance Payment
33354,A00002677,QR,72427195,3926,Household Payment
33355,A00002677,KL,17019027,641, 
33356,A00002677,YZ,61867588,1599,Insurance Payment
33357,A00002677,YZ,80062365,158, 
33358,A00002678,EF,97883551,3793,Leasing Payment
33359,A00002679,AB,25353056,3842,Household Payment
33360,A00002681,ST,19728160,4662,Household Payment
33361,A00002681,IJ,27633780,1560,Leasing Payment
33370,A00002685,CD,35602325,2576,Household Payment
33371,A00002686,OP,79690658,1996,Household Payment
33372,A00002687,EF,74690037,3830,Household Payment
33373,A00002688,YZ,18395823,2802,Household Payment
33374,A00002689,YZ,50778090,2727,Household Payment
33375,A00002689,UV,36906784,2121, 
33376,A00002690,YZ,55287820,2017,Household Payment
33377,A00002691,OP,20484054,1370,Loan Payment
33378,A00002692,GH,59398072,3386,Household Payment
33379,A00002693,IJ,79708873,5852,Household Payment
33380,A00002694,ST,95437645,3532,Household Payment
33381,A00002694,GH,45261365,7636,Loan Payment
33382,A00002695,ST,45832115,3923,Household Payment
33383,A00002696,OP,90366512,3115,Household Payment
33384,A00002697,GH,87258666,378,Household Payment
33385,A00002697,GH,34090870,3142, 
33386,A00002697,EF,3080630,629,Insurance Payment
33387,A00002699,AB,41725951,4816,Loan Payment
33388,A00002699,IJ,10817695,3743,Household Payment
33389,A00002699,CD,32435608,662, 
33390,A00002700,GH,2221990,5221,Household Payment
33391,A00002700,YZ,95353859,6129, 
33392,A00002700,QR,52413690,1123,Insurance Payment
33393,A00002700,OP,33791315,2323, 
33394,A00002701,MN,46385306,489,Household Payment
33395,A00002701,MN,24402356,5761, 
33396,A00002702,WX,31848305,3537,Household Payment
33397,A00002702,WX,90875982,29, 
33398,A00002703,AB,7336545,2082,Household Payment
33401,A00002705,YZ,50098043,2608.2,Loan Payment
33402,A00002705,GH,33252960,10723,Household Payment
33403,A00002707,QR,17847508,3032,Household Payment
33404,A00002707,GH,63447183,2546, 
33405,A00002709,CD,63955408,1969,Household Payment
33406,A00002709,UV,79388266,39, 
33407,A00002709,KL,95859038,16,Insurance Payment
33408,A00002711,MN,40865373,7300,Household Payment
33409,A00002711,ST,19293779,871,Leasing Payment
33410,A00002712,EF,14783954,2976,Household Payment
33411,A00002713,UV,34315210,3387,Household Payment
33412,A00002715,WX,67997187,1707,Household Payment
33413,A00002715,CD,56625884,216, 
33414,A00002715,KL,7159662,296,Insurance Payment
33415,A00002716,QR,36398339,989,Household Payment
33416,A00002716,UV,78199630,7456, 
33417,A00002717,MN,72128897,2271,Household Payment
33418,A00002719,AB,84430861,2889,Household Payment
33419,A00002720,ST,27251911,2608.2,Loan Payment
33420,A00002720,YZ,96241729,6206,Household Payment
33421,A00002720,AB,33301061,4719, 
33422,A00002721,QR,69068598,1544,Household Payment
33423,A00002721,QR,48024463,2200, 
33424,A00002721,MN,20500302,179,Insurance Payment
33425,A00002721,ST,69458347,73, 
33426,A00002722,KL,4174536,1671,Household Payment
33427,A00002723,KL,3428757,5546,Household Payment
33428,A00002724,ST,4672384,6399,Household Payment
33429,A00002725,CD,59237199,3197,Household Payment
33430,A00002725,WX,80807143,66, 
33431,A00002725,IJ,64775931,461,Insurance Payment
33432,A00002725,WX,31665891,1934,Loan Payment
33433,A00002726,EF,2342153,5297,Household Payment
33434,A00002728,OP,99268948,2607,Loan Payment
33435,A00002728,EF,96346175,11222,Household Payment
33436,A00002729,AB,18292260,8733,Household Payment
33437,A00002730,YZ,36823308,2284,Household Payment
33438,A00002731,CD,94928621,5044,Household Payment
33439,A00002732,ST,11633754,1564.9,Leasing Payment
33440,A00002733,QR,12963968,780,Household Payment
33441,A00002733,EF,39144194,1545, 
33442,A00002734,YZ,90248888,883,Household Payment
33443,A00002734,UV,86357444,3310, 
33444,A00002734,UV,25696611,1293,Insurance Payment
33447,A00002736,ST,28956604,4604,Household Payment
33448,A00002737,WX,2289492,4456,Household Payment
33449,A00002738,CD,1114500,7762,Household Payment
33450,A00002738,YZ,48380392,1152, 
33451,A00002739,WX,92235922,414,Household Payment
33452,A00002739,AB,56375890,4173, 
33453,A00002742,KL,76674633,128,Household Payment
33454,A00002742,ST,59019696,4878, 
33455,A00002743,ST,1417857,3330,Household Payment
33456,A00002743,GH,18241173,2811, 
33457,A00002743,QR,20341313,1870,Insurance Payment
33458,A00002744,ST,49756062,14384,Household Payment
33459,A00002745,AB,76602530,1076,Household Payment
33460,A00002745,UV,59444808,3461, 
33461,A00002745,KL,40470147,1465,Insurance Payment
33462,A00002745,GH,33104568,3525, 
33463,A00002746,QR,11944139,2404,Household Payment
33464,A00002747,IJ,7507563,3826,Household Payment
33466,A00002749,QR,23250580,14520,Household Payment
33467,A00002750,UV,35031116,1750,Household Payment
33468,A00002750,YZ,25649327,2229, 
33469,A00002751,MN,89055364,826,Household Payment
33470,A00002751,WX,57857632,2957, 
33471,A00002753,GH,41750717,2768,Loan Payment
33472,A00002753,MN,97449540,6869,Household Payment
33473,A00002754,WX,6736475,6985.3,Loan Payment
33474,A00002754,MN,10118246,2882,Household Payment
33475,A00002754,QR,77635740,226, 
33476,A00002755,MN,81284296,504,Household Payment
33477,A00002755,AB,13263649,3263,Household Payment
33478,A00002756,YZ,94753807,8702,Household Payment
33479,A00002757,QR,31494546,2077,Household Payment
33480,A00002758,QR,46158099,4692,Household Payment
33481,A00002759,MN,6377709,12692,Household Payment
33482,A00002760,OP,87346362,5369,Household Payment
33483,A00002760,IJ,9268027,4476, 
33484,A00002761,IJ,99762063,6238,Household Payment
33485,A00002762,EF,73534762,4641,Loan Payment
33486,A00002762,UV,85078340,6892,Household Payment
33487,A00002762,CD,75502043,733, 
33488,A00002763,MN,62060552,4191.2,Leasing Payment
33489,A00002763,AB,90810441,9480,Household Payment
33490,A00002764,ST,22728401,1024,Household Payment
33491,A00002764,ST,93326770,2382, 
33492,A00002765,CD,33376592,5254,Household Payment
33493,A00002766,QR,91327929,3498,Household Payment
33494,A00002767,UV,37215685,4664,Household Payment
33495,A00002767,OP,32782268,1333, 
33496,A00002767,GH,97537642,1275,Insurance Payment
33497,A00002768,MN,62968182,2155,Household Payment
33501,A00002770,YZ,10137910,494,Household Payment
33502,A00002770,OP,52641576,1582, 
33503,A00002770,GH,41737938,494,Insurance Payment
33504,A00002771,IJ,67174297,7288,Household Payment
33505,A00002771,IJ,73423743,1479,Leasing Payment
33506,A00002772,ST,65062320,7594,Household Payment
33507,A00002773,WX,54261672,3354,Household Payment
33508,A00002773,UV,95782577,154, 
33509,A00002773,WX,5557954,36,Insurance Payment
33510,A00002773,IJ,16981333,59, 
33511,A00002774,WX,60773050,3628,Household Payment
33512,A00002775,EF,66799968,3455.5,Leasing Payment
33513,A00002775,AB,56198441,8691,Household Payment
33514,A00002776,QR,40267509,1647,Household Payment
33515,A00002778,OP,72472995,192,Household Payment
33516,A00002778,YZ,18643141,5821, 
33517,A00002779,UV,95626550,8262,Household Payment
33518,A00002779,QR,69750815,34, 
33519,A00002779,YZ,93445163,10,Insurance Payment
33520,A00002779,ST,87464,5, 
33521,A00002782,IJ,16703307,2602.8,Leasing Payment
33522,A00002784,MN,51967656,3307,Household Payment
33526,A00002787,QR,19312352,8356,Household Payment
33527,A00002788,OP,74001586,3803,Household Payment
33528,A00002789,WX,94019633,2965,Household Payment
33529,A00002789,YZ,53360038,229, 
33530,A00002789,WX,51038181,762,Insurance Payment
33531,A00002790,WX,30340635,8862,Household Payment
33532,A00002791,GH,13939756,3215,Household Payment
33533,A00002792,QR,24712276,2327,Household Payment
33534,A00002793,EF,41871547,2301,Household Payment
33535,A00002795,AB,62608569,1722,Household Payment
33536,A00002795,EF,22198647,6366, 
33537,A00002795,WX,57666754,1869,Insurance Payment
33538,A00002796,ST,33603441,3381,Household Payment
33539,A00002796,MN,37211978,5291, 
33540,A00002798,WX,61733460,6094,Household Payment
33541,A00002799,GH,12735343,1043,Household Payment
33542,A00002799,WX,8040637,4870, 
33543,A00002799,CD,2489036,2493,Insurance Payment
33544,A00002800,OP,95347153,8740,Household Payment
33545,A00002801,OP,87508368,3524,Household Payment
33546,A00002802,ST,44960343,2412,Household Payment
33547,A00002803,KL,18263268,1904,Leasing Payment
33548,A00002805,IJ,21232450,2017,Household Payment
33549,A00002806,MN,74175697,5068,Household Payment
33550,A00002809,OP,88213985,1764,Household Payment
33551,A00002809,ST,59529948,6339, 
33552,A00002810,ST,38680678,392,Household Payment
33553,A00002810,WX,72857814,5828, 
33554,A00002810,WX,18647271,977,Insurance Payment
33555,A00002810,IJ,18043649,411, 
33556,A00002811,EF,28944403,1980.9,Leasing Payment
33557,A00002811,WX,92551469,14584,Household Payment
33558,A00002812,MN,76939731,8211,Household Payment
33559,A00002813,OP,75464439,798,Household Payment
33560,A00002813,GH,57591462,4789, 
33561,A00002813,AB,7243586,227,Insurance Payment
33562,A00002813,OP,607473,957, 
33563,A00002814,QR,14418357,2627,Household Payment
33567,A00002816,IJ,98916184,3933,Household Payment
33568,A00002816,KL,33418482,644, 
33569,A00002818,KL,61242389,1194,Leasing Payment
33570,A00002818,OP,17903107,8947,Household Payment
33571,A00002819,AB,7996678,8713,Household Payment
33572,A00002819,OP,41235882,748, 
33573,A00002820,WX,69806456,1645,Household Payment
33574,A00002820,KL,91463666,1322,Household Payment
33575,A00002821,EF,85205876,3933,Household Payment
33576,A00002821,YZ,58186644,2122, 
33580,A00002823,GH,22294932,2210,Household Payment
33581,A00002824,EF,94259202,7289,Household Payment
33582,A00002824,YZ,96265625,841,Loan Payment
33583,A00002825,OP,31306642,5284,Household Payment
33584,A00002826,EF,23213660,5240,Household Payment
33585,A00002827,UV,61289268,1756,Leasing Payment
33591,A00002830,AB,33658105,6981,Household Payment
33592,A00002830,CD,94782387,2150, 
