Date received,Complaint ID,rand client,phonefinal,vru+line,call_id,priority,type,outcome,server,ser_start,ser_exit,ser_time
2012-04-13,CR0057644,C00007422,893-427-1196,AA0113,30802,0,NW,AGENT,TOVA,14:08:22,14:15:41,00:07:19
2012-04-13,CR0057828,C00000752,480-455-5852,AA0210,30803,0,NW,AGENT,IDIT,14:15:47,14:33:25,00:17:38
2012-04-13,CR0057887,C00000569,983-117-4618,AA0213,30804,0,PS,AGENT,NO_SERVER,13:09:01,13:22:20,00:13:19
2012-04-13,CR0057825,C00000893,596-089-6158,AA0203,30805,2,PS,AGENT,DORIT,16:51:50,16:52:23,00:00:33
2012-04-12,CR0056553,C00000361,676-434-9767,AA0213,30806,0,PS,AGENT,BENSION,16:12:34,16:28:42,00:16:08
2012-04-11,CR0055174,C00001359,212-480-2987,AA0214,30807,2,PS,AGENT,ZOHARI,14:16:29,14:27:02,00:10:33
2012-04-11,CR0056063,C00002911,295-457-8932,AA0105,30808,0,NW,AGENT,MICHAL,09:46:46,09:49:12,00:02:26
2012-04-11,CR0055912,C00002124,819-831-7432,AA0202,30809,2,PS,AGENT,SHARON,14:26:20,14:38:40,00:12:20
2012-04-11,CR0055024,C00001706,758-172-3713,AA0205,30810,0,NW,AGENT,KAZAV,11:32:36,11:35:15,00:02:39
2012-04-11,CR0055405,C00003530,609-391-1588,AA0202,30811,1,PS,AGENT,YITZ,13:46:03,13:49:58,00:03:55
2012-04-11,CR0055862,C00001948,617-545-1746,AA0103,30812,2,PS,AGENT,DORIT,09:57:15,09:57:35,00:00:20
2012-04-11,CR0056064,C00001583,212-119-8291,AA0206,30813,0,NE,AGENT,ZOHARI,14:04:28,14:08:47,00:04:19
2012-04-11,CR0055963,C00002152,286-593-2095,AA0205,30814,0,NW,AGENT,IDIT,09:38:40,09:45:50,00:07:10
2012-04-10,CR0054688,C00003073,212-652-6762,AA0210,30815,0,NW,AGENT,YITZ,10:45:58,10:50:50,00:04:52
2012-04-10,CR0054705,C00004037,212-441-2914,AA0106,30817,2,PS,AGENT,BENSION,11:59:56,12:08:17,00:08:21
2012-04-10,CR0053969,C00004241,960-786-0262,AA0109,30818,0,PS,AGENT,DORIT,16:15:38,16:28:33,00:12:55
2012-04-09,CR0045163,C00003519,223-993-8335,AA0206,30819,0,PS,AGENT,ELI,16:37:35,16:53:13,00:15:38
2012-04-09,CR0045016,C00004001,978-114-4033,AA0104,30820,0,PS,AGENT,TOVA,10:03:09,10:12:48,00:09:39
2012-04-09,CR0045310,C00003927,508-179-0609,AA0210,30821,2,PS,AGENT,ZOHARI,14:20:24,14:29:44,00:09:20
2012-04-06,CR0044798,C00003211,919-427-4281,AA0213,30823,0,PS,AGENT,TOVA,12:38:40,12:53:28,00:14:48
2012-04-06,CR0044824,C00008463,585-952-8793,AA0202,30825,2,PS,AGENT,IDIT,14:11:55,14:17:39,00:05:44
2012-04-05,CR0044567,C00002371,610-520-7079,AA0214,30827,0,NW,AGENT,BENSION,12:25:21,12:29:20,00:03:59
2012-04-05,CR0044528,C00002345,631-530-8763,AA0214,30828,0,NW,AGENT,SHARON,11:41:16,11:41:51,00:00:35
2012-04-04,CR0043908,C00001179,212-391-0632,AA0215,30829,0,PS,AGENT,YIFAT,10:24:53,10:40:54,00:16:01
2012-04-04,CR0043994,C00003766,212-395-0636,AA0203,30831,2,NE,AGENT,KAZAV,13:48:39,13:55:09,00:06:30
2012-04-04,CR0044148,C00000384,668-716-0845,AA0102,30832,0,NW,AGENT,YIFAT,14:17:10,14:31:50,00:14:40
2012-04-03,CR0043639,C00002815,259-293-9160,AA0108,30833,1,TT,AGENT,NO_SERVER,13:55:53,13:57:47,00:01:54
2012-04-03,CR0043845,C00002425,589-152-4476,AA0213,30835,0,PS,AGENT,GILI,09:05:55,09:24:16,00:18:21
2012-04-03,CR0043661,C00002747,222-045-5921,AA0101,30836,0,NW,AGENT,BASCH,10:37:02,10:39:45,00:02:43
2012-03-30,CR0042896,C00002357,284-898-1361,AA0203,30838,2,PS,AGENT,STEREN,16:17:47,16:22:07,00:04:20
2012-03-30,CR0042918,C00004904,967-674-0231,AA0205,30839,1,PS,AGENT,AVNI,11:06:14,11:10:07,00:03:53
2012-03-28,CR0042173,C00003259,617-952-6195,AA0115,30842,0,PS,AGENT,MIKI,13:55:28,14:10:11,00:14:43
2012-03-28,CR0041936,C00004124,297-691-6625,AA0213,30843,0,NE,AGENT,ZOHARI,12:24:38,12:24:55,00:00:17
2012-03-28,CR0042053,C00011598,788-948-1054,AA0206,30844,0,PS,AGENT,YITZ,16:21:12,16:25:43,00:04:31
2012-03-28,CR0042314,C00002085,212-485-8919,AA0103,30845,0,NW,AGENT,MIKI,13:20:53,13:40:26,00:19:33
2012-03-27,CR0041721,C00003345,584-963-0146,AA0203,30846,2,PS,AGENT,SHARON,15:37:42,15:53:11,00:15:29
2012-03-26,CR0041236,C00003020,273-113-9563,AA0206,30849,0,PS,AGENT,ZOHARI,12:39:38,12:49:06,00:09:28
2012-03-26,CR0041258,C00003935,617-594-2704,AA0105,30850,0,NE,AGENT,ANAT,16:26:24,16:31:17,00:04:53
2012-03-26,CR0040857,C00003408,538-172-6590,AA0214,30851,0,PS,AGENT,DARMON,11:54:18,12:00:54,00:06:36
2012-03-23,CR0040526,C00013412,212-259-5250,AA0104,30853,0,NW,AGENT,AVNI,10:35:11,10:43:33,00:08:22
2012-03-22,CR0039723,C00001818,566-506-3326,AA0209,30854,1,PS,AGENT,KAZAV,11:47:42,11:48:30,00:00:48
2012-03-22,CR0039820,C00004448,135-224-5404,AA0102,30855,0,NW,AGENT,MORIAH,16:04:15,16:22:58,00:18:43
2012-03-22,CR0039941,C00001066,212-658-7165,AA0111,30856,1,TT,AGENT,ZOHARI,14:44:07,15:00:16,00:16:09
2012-03-20,CR0037430,C00001683,506-209-1631,AA0109,30857,0,PS,AGENT,SHLOMO,10:12:48,10:29:48,00:17:00
2012-03-20,CR0037324,C00004156,941-642-1711,AA0105,30858,0,PS,AGENT,TOVA,11:00:16,11:08:56,00:08:40
2012-03-19,CR0036724,C00001986,553-427-2780,AA0214,30860,2,PS,AGENT,AVNI,11:03:58,11:14:44,00:10:46
2012-03-19,CR0036743,C00004108,176-497-5000,AA0104,30861,1,PS,AGENT,KAZAV,11:26:36,11:35:41,00:09:05
2012-03-16,CR0036342,C00002633,212-397-6951,AA0109,30862,2,NE,AGENT,AVIDAN,12:57:16,12:59:55,00:02:39
2012-03-15,CR0035809,C00004505,455-164-5256,AA0209,30863,0,PS,AGENT,KAZAV,11:48:25,11:57:51,00:09:26
2012-03-15,CR0035629,C00004680,500-398-8682,AA0210,30864,0,NW,AGENT,SHARON,12:16:53,12:34:09,00:17:16
2012-03-14,CR0035157,C00004773,858-824-5946,AA0105,30866,0,PS,AGENT,STEREN,10:33:38,10:49:02,00:15:24
2012-03-14,CR0035214,C00000385,428-628-9845,AA0202,30867,2,PS,AGENT,TOVA,13:21:29,13:30:03,00:08:34
2012-03-13,CR0034731,C00000456,864-899-3917,AA0215,30868,0,NW,AGENT,BASCH,14:49:17,15:02:19,00:13:02
2012-03-13,CR0034342,C00003280,506-762-1690,AA0104,30869,0,PS,AGENT,MORIAH,14:46:44,14:51:28,00:04:44
2012-03-13,CR0034623,C00004743,508-477-1134,AA0201,30871,0,PS,AGENT,MORIAH,09:57:41,10:05:05,00:07:24
2012-03-13,CR0034559,C00001586,781-721-9358,AA0101,30873,2,NE,AGENT,SHARON,16:41:16,16:51:37,00:10:21
2012-03-12,CR0033772,C00004498,801-398-0462,AA0105,30875,2,PS,AGENT,KAZAV,16:32:10,16:32:48,00:00:38
2012-03-12,CR0034164,C00009995,870-214-6557,AA0206,30876,0,NW,AGENT,SHARON,12:29:15,12:30:05,00:00:50
2012-03-12,CR0034182,C00007299,212-878-7544,AA0201,30877,2,PS,AGENT,ANAT,13:48:24,14:02:11,00:13:47
2012-03-09,CR0033120,C00004615,617-652-2026,AA0213,30878,0,NW,AGENT,IDIT,12:02:44,12:16:26,00:13:42
2012-03-09,CR0032766,C00000218,212-844-7393,AA0106,30880,0,PS,AGENT,ELI,09:16:33,09:30:43,00:14:10
2012-03-08,CR0032580,C00001972,212-662-6820,AA0110,30881,0,NW,AGENT,NO_SERVER,13:43:01,13:49:18,00:06:17
2012-03-08,CR0032200,C00002061,247-337-0898,AA0109,30882,2,PS,AGENT,YIFAT,10:04:43,10:06:52,00:02:09
2012-03-07,CR0032026,C00003008,823-830-5490,AA0113,30884,0,PS,AGENT,DORIT,15:06:07,15:27:04,00:20:57
2012-03-07,CR0031869,C00000165,451-876-8255,AA0213,30885,0,PS,AGENT,IDIT,16:06:38,16:16:42,00:10:04
2012-03-07,CR0031594,C00003560,508-430-0793,AA0110,30886,0,NW,AGENT,AVNI,11:51:18,11:57:30,00:06:12
2012-03-06,CR0031126,C00002219,985-689-5263,AA0108,30888,0,TT,AGENT,ZOHARI,12:31:28,12:34:31,00:03:03
2012-03-01,CR0029150,C00000733,961-199-2888,AA0112,30889,0,TT,AGENT,SHARON,09:46:40,09:56:41,00:10:01
2012-02-29,CR0028245,C00004342,290-638-5549,AA0201,30890,0,PS,AGENT,ZOHARI,14:05:28,14:21:19,00:15:51
2012-02-21,CR0025230,C00011906,914-614-5973,AA0103,30893,1,PS,AGENT,NAAMA,15:16:28,15:37:20,00:20:52
2012-02-15,CR0023878,C00001091,617-468-7856,AA0210,30895,2,PS,AGENT,MICHAL,11:54:44,12:09:28,00:14:44
2012-02-15,CR0023750,C00001569,627-774-7199,AA0206,30896,0,PS,AGENT,DORIT,15:35:35,15:50:00,00:14:25
2012-02-14,CR0023552,C00003116,503-884-3925,AA0201,30897,2,PS,AGENT,BENSION,09:34:13,09:48:42,00:14:29
2012-02-14,CR0023451,C00013071,895-880-4378,AA0109,30898,2,NE,AGENT,BENSION,10:11:15,10:12:07,00:00:52
2012-02-09,CR0022106,C00001596,508-537-2145,AA0210,30899,0,PS,AGENT,SHLOMO,09:23:38,09:24:02,00:00:24
2012-02-08,CR0021708,C00002304,508-045-4609,AA0206,30901,0,PS,AGENT,TOVA,11:12:23,11:25:57,00:13:34
2012-02-06,CR0020876,C00000994,478-016-1733,AA0215,30902,0,PS,AGENT,MORIAH,09:02:58,09:11:15,00:08:17
2012-02-03,CR0020288,C00001448,938-030-7929,AA0109,30903,0,PS,AGENT,NO_SERVER,14:00:07,14:00:29,00:00:22
2012-02-01,CR0019572,C00003695,978-618-4223,AA0215,30904,0,PS,AGENT,KAZAV,14:50:31,15:01:55,00:11:24
2012-01-31,CR0019006,C00003756,241-086-0620,AA0110,30905,0,PS,AGENT,ANAT,14:17:21,14:38:17,00:20:56
2012-01-30,CR0018574,C00004406,212-719-9127,AA0113,30906,0,NW,AGENT,MICHAL,16:32:16,16:43:16,00:11:00
2012-01-27,CR0018110,C00003619,650-057-6559,AA0115,30907,1,PS,AGENT,ANAT,10:23:15,10:26:46,00:03:31
2012-01-19,CR0014991,C00003525,757-525-7170,AA0213,30908,0,PS,AGENT,MIKI,09:14:49,09:27:09,00:12:20
2012-01-17,CR0014335,C00001221,439-113-7916,AA0105,30909,0,NW,AGENT,MICHAL,16:21:47,16:28:58,00:07:11
2012-01-17,CR0014338,C00005283,314-546-4851,AA0106,30910,0,PS,AGENT,BENSION,11:50:44,12:10:40,00:19:56
2012-01-06,CR0010889,C00003624,212-703-8758,AA0203,30911,0,PS,AGENT,AVNI,14:53:12,15:01:18,00:08:06
2012-01-03,CR0009358,C00001891,953-476-9580,AA0213,30912,1,PS,AGENT,STEREN,14:01:23,14:14:46,00:13:23
2011-12-27,CR0013314,C00000246,614-478-5366,AA0102,30913,0,NW,AGENT,IDIT,11:40:37,11:49:53,00:09:16
2011-12-19,CR0006795,C00008366,192-039-8843,AA0215,30915,0,PS,AGENT,KAZAV,12:43:32,13:02:33,00:19:01
2011-12-16,CR0006173,C00003841,118-216-2178,AA0102,30916,0,PE,AGENT,GILI,16:51:37,17:11:49,00:20:12
2011-12-14,CR0015394,C00002267,535-549-2691,AA0115,30917,0,PS,AGENT,TOVA,15:51:18,15:54:43,00:03:25
2011-12-12,CR0004889,C00004768,212-035-2517,AA0205,30918,0,PS,AGENT,AVIDAN,12:46:13,12:48:14,00:02:01
2011-12-06,CR0003269,C00000409,338-688-3943,AA0202,30919,1,PS,AGENT,IDIT,12:08:06,12:09:37,00:01:31
2011-12-05,CR0002929,C00007863,814-452-0875,AA0109,30920,0,PS,AGENT,YIFAT,09:27:41,09:46:41,00:19:00
2015-09-02,,,259-090-1827,AA0101,34548,0,NW,HANG,NO_SERVER,13:27:34,13:27:38,00:00:04
2017-03-07,,,673-468-2528,AA0110,34556,2,PS,HANG,NO_SERVER,09:12:09,09:12:12,00:00:03
2018-04-02,,,918-677-6649,AA0202,34558,0,PS,HANG,NO_SERVER,16:27:20,16:27:23,00:00:03
2016-12-25,,,250-855-5777,AA0203,34575,2,PS,HANG,NO_SERVER,14:10:10,14:10:12,00:00:02
2019-11-17,,,978-980-5167,AA0101,34576,1,PS,HANG,NO_SERVER,16:58:33,16:58:38,00:00:05
2015-03-18,,,422-003-4537,AA0109,34577,1,PS,HANG,NO_SERVER,09:53:46,09:53:49,00:00:03
2015-08-18,,,596-244-9086,AA0202,34579,2,PS,HANG,NO_SERVER,16:02:39,16:02:40,00:00:01
2013-08-03,,,914-054-0812,AA0104,34582,0,PS,HANG,NO_SERVER,12:16:17,12:16:21,00:00:04
2015-07-19,,,345-082-3296,AA0209,34583,0,NW,HANG,NO_SERVER,16:02:56,16:03:01,00:00:05
2013-05-07,,,212-260-8145,AA0110,34593,0,NW,HANG,NO_SERVER,14:12:57,14:13:01,00:00:04
2013-05-10,,,190-021-5072,AA0102,34594,0,NW,HANG,NO_SERVER,10:05:12,10:05:17,00:00:05
2018-06-07,,,637-156-0285,AA0101,34600,0,NW,HANG,NO_SERVER,16:55:03,16:55:06,00:00:03
2017-01-04,,,848-614-3185,AA0103,34601,1,PS,HANG,NO_SERVER,09:32:32,09:32:37,00:00:05
2019-04-09,,,838-511-3760,AA0110,34606,0,NW,HANG,NO_SERVER,12:17:54,12:17:55,00:00:01
2019-10-02,,,728-429-0394,AA0106,34613,0,PS,HANG,NO_SERVER,14:04:42,14:04:46,00:00:04
2015-10-03,,,975-360-3055,AA0203,34617,0,PS,HANG,NO_SERVER,16:13:40,16:13:45,00:00:05
2019-10-15,,,508-555-8060,AA0103,34621,0,NW,HANG,NO_SERVER,16:58:50,16:58:54,00:00:04
2013-05-14,,,978-900-2898,AA0205,34625,2,PS,HANG,NO_SERVER,09:47:03,09:47:05,00:00:02
2019-06-05,,,518-904-7717,AA0103,34627,2,NE,HANG,NO_SERVER,11:23:29,11:23:33,00:00:04
2019-08-09,,,978-894-9984,AA0113,34638,0,PS,HANG,NO_SERVER,13:20:49,13:20:53,00:00:04
2018-01-16,,,508-344-4092,AA0205,34641,0,NW,HANG,NO_SERVER,16:54:51,16:54:55,00:00:04
2015-06-24,,,164-808-7956,AA0215,34645,0,PS,HANG,NO_SERVER,12:42:08,12:42:12,00:00:04
2015-10-04,,,781-901-0257,AA0205,34660,0,PS,HANG,NO_SERVER,09:46:21,09:46:24,00:00:03
2014-01-27,,,978-111-6880,AA0103,34665,0,PS,HANG,NO_SERVER,14:04:47,14:04:48,00:00:01
2014-12-05,,,463-576-8017,AA0112,34675,0,TT,HANG,NO_SERVER,13:18:28,13:18:32,00:00:04
2017-12-16,,,503-190-2800,AA0109,34680,0,PS,HANG,NO_SERVER,09:52:25,09:52:26,00:00:01
2017-12-02,,,361-874-6781,AA0106,34686,2,PS,HANG,NO_SERVER,11:53:08,11:53:11,00:00:03
2019-11-09,,,243-994-7577,AA0101,34687,0,PS,HANG,NO_SERVER,16:37:19,16:37:22,00:00:03
2017-02-20,,,366-476-8371,AA0104,34700,0,NW,HANG,NO_SERVER,11:16:47,11:16:48,00:00:01
2017-01-13,,,504-679-3670,AA0102,34706,1,PS,HANG,NO_SERVER,11:58:36,11:58:40,00:00:04
2014-03-09,,,617-023-8041,AA0115,34712,0,NW,HANG,NO_SERVER,14:32:18,14:32:21,00:00:03
2015-07-22,,,848-592-7751,AA0202,34713,1,PS,HANG,NO_SERVER,15:19:47,15:19:49,00:00:02
2014-04-04,,,212-930-7724,AA0102,34714,0,NW,HANG,NO_SERVER,10:27:08,10:27:09,00:00:01
2014-05-05,,,567-845-8514,AA0106,34731,0,PS,HANG,NO_SERVER,12:46:34,12:46:37,00:00:03
2018-09-18,,,643-458-5020,AA0206,34733,0,NW,HANG,NO_SERVER,11:29:41,11:29:43,00:00:02
2019-04-25,,,179-932-9825,AA0214,34734,0,NW,HANG,NO_SERVER,16:21:22,16:21:26,00:00:04
2017-12-18,,,886-079-2110,AA0215,34741,0,PS,HANG,NO_SERVER,12:46:32,12:46:36,00:00:04
2018-03-12,,,595-517-1902,AA0106,34744,0,NW,HANG,NO_SERVER,15:54:42,15:54:47,00:00:05
2019-02-04,,,534-212-9468,AA0115,34755,0,PS,HANG,NO_SERVER,13:02:00,13:02:02,00:00:02
2017-12-20,,,617-395-9384,AA0202,34756,0,PS,HANG,NO_SERVER,11:16:06,11:16:11,00:00:05
2018-01-27,,,939-177-2497,AA0105,34758,0,NW,HANG,NO_SERVER,11:05:30,11:05:33,00:00:03
2014-11-12,,,508-683-6142,AA0203,34767,0,NW,HANG,NO_SERVER,14:26:12,14:26:14,00:00:02
2018-07-09,,,112-954-9501,AA0115,34773,0,NW,HANG,NO_SERVER,16:31:32,16:31:33,00:00:01
2013-10-07,,,212-047-1219,AA0106,34774,0,PS,HANG,NO_SERVER,13:14:09,13:14:10,00:00:01
2015-06-18,,,212-899-9780,AA0108,34777,0,TT,HANG,NO_SERVER,10:35:08,10:35:10,00:00:02
2013-07-22,,,508-788-7572,AA0103,34778,0,PS,HANG,NO_SERVER,09:52:19,09:52:21,00:00:02
2018-01-08,,,639-274-0935,AA0213,34779,0,PS,HANG,NO_SERVER,09:27:53,09:27:56,00:00:03
2019-04-26,,,555-264-8818,AA0205,34783,1,PS,HANG,NO_SERVER,15:44:43,15:44:46,00:00:03
2015-08-08,,,248-694-2681,AA0110,34796,0,NW,HANG,NO_SERVER,16:10:39,16:10:42,00:00:03
2019-02-05,,,248-570-2876,AA0106,34798,2,PS,HANG,NO_SERVER,11:11:47,11:11:52,00:00:05
2018-06-21,,,212-278-6428,AA0101,34803,0,NW,HANG,NO_SERVER,15:34:24,15:34:29,00:00:05
2016-02-10,,,915-779-5619,AA0205,34813,2,NE,HANG,NO_SERVER,15:12:20,15:12:22,00:00:02
2019-02-02,,,405-771-6657,AA0110,34819,0,PS,HANG,NO_SERVER,13:37:12,13:37:16,00:00:04
2019-04-04,,,389-688-3833,AA0204,34821,0,NW,HANG,NO_SERVER,16:43:13,16:43:14,00:00:01
2017-06-27,,,508-781-1103,AA0205,34833,2,PS,HANG,NO_SERVER,09:25:08,09:25:09,00:00:01
2017-10-09,,,617-647-0807,AA0102,34836,0,NW,HANG,NO_SERVER,10:38:14,10:38:17,00:00:03
2019-01-02,,,957-117-2680,AA0103,34837,1,PS,HANG,NO_SERVER,11:15:24,11:15:27,00:00:03
2018-07-04,,,374-818-8080,AA0102,34840,0,PS,HANG,NO_SERVER,15:42:38,15:42:42,00:00:04
2013-12-20,,,914-011-1365,AA0102,34845,0,NW,HANG,NO_SERVER,09:23:30,09:23:32,00:00:02
2013-03-23,,,430-261-5670,AA0209,34857,0,NW,HANG,NO_SERVER,16:50:58,16:50:59,00:00:01
2013-08-05,,,212-936-0483,AA0105,34859,0,NW,HANG,NO_SERVER,11:21:42,11:21:44,00:00:02
2015-12-21,,,337-157-9712,AA0209,34860,2,PS,HANG,NO_SERVER,13:25:33,13:25:37,00:00:04
2013-01-06,,,978-188-1804,AA0104,34861,2,PS,HANG,NO_SERVER,10:16:17,10:16:18,00:00:01
2016-09-16,,,133-274-1580,AA0101,34868,0,NW,HANG,NO_SERVER,09:15:14,09:15:15,00:00:01
2014-10-19,,,726-281-9507,AA0203,34879,2,PS,HANG,NO_SERVER,14:57:54,14:57:57,00:00:03
2014-10-14,,,833-171-7741,AA0113,34881,0,NW,HANG,NO_SERVER,14:34:12,14:34:13,00:00:01
2015-09-06,,,833-690-0337,AA0202,34883,0,PS,HANG,NO_SERVER,15:56:17,15:56:20,00:00:03
2016-06-28,,,672-378-7194,AA0205,34891,1,PS,HANG,NO_SERVER,13:09:47,13:09:52,00:00:05
2016-02-26,,,576-950-4368,AA0109,34899,1,PS,HANG,NO_SERVER,12:21:08,12:21:13,00:00:05
2016-01-20,,,466-238-5085,AA0203,34906,0,PS,HANG,NO_SERVER,12:31:51,12:31:53,00:00:02
2018-12-09,,,154-320-6171,AA0204,34913,0,NW,HANG,NO_SERVER,15:20:03,15:20:07,00:00:04
2019-11-13,,,648-610-0995,AA0106,34917,2,PS,HANG,NO_SERVER,16:05:54,16:05:57,00:00:03
2018-02-06,,,460-365-4008,AA0106,34919,0,PS,HANG,NO_SERVER,11:44:54,11:44:56,00:00:02
2017-02-17,,,589-579-7278,AA0101,34928,0,PS,HANG,NO_SERVER,14:37:54,14:37:59,00:00:05
2016-09-09,,,725-333-2194,AA0106,34932,1,PS,HANG,NO_SERVER,11:02:48,11:02:53,00:00:05
2014-02-12,,,604-820-1877,AA0202,34933,0,NW,HANG,NO_SERVER,15:06:59,15:07:00,00:00:01
2019-09-01,,,966-380-3755,AA0203,34934,0,PS,HANG,NO_SERVER,10:17:15,10:17:17,00:00:02
2019-04-24,,,837-243-1363,AA0110,34943,0,NW,HANG,NO_SERVER,10:28:48,10:28:51,00:00:03
2019-03-14,,,385-156-0221,AA0110,34948,0,NW,HANG,NO_SERVER,14:38:34,14:38:35,00:00:01
2018-09-08,,,348-390-0382,AA0102,34949,0,NW,HANG,NO_SERVER,13:02:05,13:02:10,00:00:05
2015-11-15,,,327-886-6804,AA0204,34950,0,PS,HANG,NO_SERVER,15:14:55,15:15:00,00:00:05
2018-06-09,,,791-211-8115,AA0214,34954,1,PS,HANG,NO_SERVER,09:19:49,09:19:54,00:00:05
2015-08-28,,,413-099-1143,AA0203,34963,0,NW,HANG,NO_SERVER,14:58:41,14:58:44,00:00:03
2016-12-01,,,978-562-4262,AA0106,34965,0,NW,HANG,NO_SERVER,09:48:26,09:48:31,00:00:05
2015-03-09,,,823-267-7558,AA0213,34971,2,PS,HANG,NO_SERVER,13:58:53,13:58:57,00:00:04
2014-04-05,,,610-520-7079,AA0210,34974,0,PS,HANG,NO_SERVER,16:54:07,16:54:08,00:00:01
2014-06-25,,,757-679-9569,AA0101,34995,0,PS,HANG,NO_SERVER,15:44:41,15:44:42,00:00:01
2015-04-20,,,345-820-8090,AA0104,35007,0,NW,HANG,NO_SERVER,10:00:59,10:01:02,00:00:03
2019-03-16,,,781-006-6926,AA0210,35017,0,NW,HANG,NO_SERVER,16:52:35,16:52:40,00:00:05
2018-01-18,,,293-431-9766,AA0103,35019,1,NW,HANG,NO_SERVER,13:03:10,13:03:12,00:00:02
2015-03-22,,,685-988-8595,AA0105,35026,0,PS,HANG,NO_SERVER,14:26:30,14:26:31,00:00:01
2015-12-17,,,579-102-8353,AA0104,35034,0,PS,HANG,NO_SERVER,11:38:38,11:38:42,00:00:04
2019-04-27,,,648-306-6450,AA0213,35036,0,NW,HANG,NO_SERVER,16:12:48,16:12:49,00:00:01
2014-10-05,,,508-876-0707,AA0214,35037,1,PS,HANG,NO_SERVER,16:36:09,16:36:13,00:00:04
2016-02-05,,,427-242-4285,AA0203,35043,0,NW,HANG,NO_SERVER,13:13:13,13:13:16,00:00:03
2013-10-26,,,282-467-2942,AA0203,35044,0,NW,HANG,NO_SERVER,13:17:45,13:17:47,00:00:02
2017-07-04,,,705-628-5112,AA0102,35045,0,PS,HANG,NO_SERVER,13:35:59,13:36:03,00:00:04
2019-06-21,,,830-754-5842,AA0101,35072,1,PS,HANG,NO_SERVER,14:30:09,14:30:14,00:00:05
2017-12-10,,,451-935-8233,AA0214,35079,0,PS,HANG,NO_SERVER,10:36:00,10:36:05,00:00:05
2016-11-27,,,400-686-0553,AA0206,35099,0,NW,HANG,NO_SERVER,10:37:37,10:37:39,00:00:02
2015-03-03,,,479-159-0860,AA0204,35103,0,NW,HANG,NO_SERVER,15:20:04,15:20:06,00:00:02
2019-05-14,,,853-967-5809,AA0109,35104,0,PS,HANG,NO_SERVER,12:09:59,12:10:00,00:00:01
2019-08-19,,,779-176-2010,AA0205,35120,0,NW,HANG,NO_SERVER,13:36:20,13:36:24,00:00:04
2016-03-07,,,578-113-6262,AA0105,35130,0,NW,HANG,NO_SERVER,11:49:59,11:50:00,00:00:01
2015-08-06,,,212-188-8216,AA0109,35134,1,PS,HANG,NO_SERVER,15:26:21,15:26:24,00:00:03
2016-03-16,,,532-425-6736,AA0210,35138,0,NW,HANG,NO_SERVER,15:33:40,15:33:43,00:00:03
2013-03-02,,,536-179-6681,AA0110,35152,0,PS,HANG,NO_SERVER,12:43:46,12:43:49,00:00:03
2017-05-26,,,232-464-6240,AA0110,35156,1,PS,HANG,NO_SERVER,15:23:31,15:23:35,00:00:04
2014-11-28,,,961-861-0893,AA0104,35160,0,NW,HANG,NO_SERVER,16:36:57,16:37:00,00:00:03
2017-04-01,,,782-548-4080,AA0202,35167,0,PS,HANG,NO_SERVER,11:26:27,11:26:31,00:00:04
2019-08-07,,,881-318-0855,AA0102,35172,1,PS,HANG,NO_SERVER,14:46:36,14:46:41,00:00:05
2015-10-06,,,508-648-0288,AA0209,35174,0,NW,HANG,NO_SERVER,15:13:04,15:13:07,00:00:03
2013-12-08,,,693-882-6445,AA0101,35178,0,NW,HANG,NO_SERVER,09:39:30,09:39:34,00:00:04
2015-12-28,,,350-152-4830,AA0215,35179,0,NW,HANG,NO_SERVER,15:03:27,15:03:30,00:00:03
2016-12-04,,,350-295-5376,AA0102,35185,0,PS,HANG,NO_SERVER,10:18:56,10:18:59,00:00:03
2019-10-28,,,508-098-8503,AA0115,35187,0,NW,HANG,NO_SERVER,09:11:52,09:11:57,00:00:05
2018-06-19,,,212-618-0430,AA0202,35198,0,PS,HANG,NO_SERVER,12:09:10,12:09:15,00:00:05
2018-05-01,,,267-635-5608,AA0202,35203,0,NW,HANG,NO_SERVER,09:46:15,09:46:17,00:00:02
2015-12-28,,,113-965-1383,AA0101,35206,0,PS,HANG,NO_SERVER,14:26:25,14:26:30,00:00:05
2013-04-03,,,262-231-8506,AA0106,35222,0,NW,HANG,NO_SERVER,09:34:10,09:34:12,00:00:02
2015-01-08,,,881-859-6389,AA0203,35228,1,PS,HANG,NO_SERVER,14:51:21,14:51:23,00:00:02
2013-07-05,,,210-190-7382,AA0203,35230,0,NW,HANG,NO_SERVER,10:31:17,10:31:19,00:00:02
2015-03-01,,,471-246-9491,AA0103,35232,0,NW,HANG,NO_SERVER,16:45:50,16:45:54,00:00:04
2014-07-18,,,212-411-1247,AA0102,35237,0,PS,HANG,NO_SERVER,11:14:50,11:14:52,00:00:02
2015-11-09,,,735-230-8300,AA0206,35244,0,NW,HANG,NO_SERVER,13:04:50,13:04:51,00:00:01
2013-01-13,,,382-422-6144,AA0205,35246,2,PS,HANG,NO_SERVER,15:22:28,15:22:32,00:00:04
2018-12-12,,,125-330-5187,AA0104,35249,0,NW,HANG,NO_SERVER,14:51:34,14:51:39,00:00:05
2016-12-01,,,941-908-7283,AA0109,35253,0,PS,HANG,NO_SERVER,16:38:30,16:38:34,00:00:04
2017-05-21,,,914-260-0680,AA0109,35268,1,PS,HANG,NO_SERVER,15:30:36,15:30:38,00:00:02
2019-12-28,,,426-636-2955,AA0205,35269,2,NE,HANG,NO_SERVER,13:15:16,13:15:19,00:00:03
